DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	air_p_mean	rssi_77_mean	LOGGERTEMP_1_1_1	RH_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	RN_1_1_1	SNOWD_1_1_1	SWC_1_1_1	SWC_2_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TS_1_1_1	TS_10_1_1	TS_11_1_1	TS_12_1_1	TS_2_1_1	TS_3_1_1	TS_4_1_1	TS_5_1_1	TS_6_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[å¡]	[å¡]	[å¡]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[åµmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	[C]	[%]	[W/m^2]	[W/m^2]	[åµmol/m^2/s]	[W/m^2]	[m]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	32
DATA	2016-03-24T233000_AIU-0383.ghg	2016-03-25	0:00:00	85	1	18000	18000	0.036394226	1	NaN	4.32300475	2	NaN	-0.596503426	2	NaN	-0.33400504	2	NaN	-0.013246076	2	NaN	-0.000184096	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.08E-10	-2.01E-14	-5.52E-13	NaN	16.89006854	414.8559446	418.2051072	0	1	3.141379895	0.07715896	0.077164914	-0.3	0	0.08635945	1.902847576	1.918209405	0	1	NaN	NaN	NaN	NaN	9	273.624077	273.6173783	92618.64525	1.179233084	1005.206246	0.024562123	-0.000858346	5.66077E-05	7.148100278	630.4244798	4.80038E-05	1.133855126	623.2763795	224.3270771	-0.51063558	-2.484686674	-0.024309677	2.536731662	4.62E-14	-6.39E-15	2.536731662	5.415340704	101.6133344	258.3866656	-0.549077865	NaN	0.17567761	0.869793073	-103.3792616	-0.033372264	-7.247242111	0.020759384	1	47.11814767	21	39	72	118	215	626	0.036102988	1.008066843	4.240375059	1.012003488	-0.560428686	1.067652206	-0.518550222	1.067652206	-0.012444993	1.067652206	-0.001465727	1.116471361	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	1	0	6	9	8	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	1.070499656	0.649649114	0.019437375	0.249396923	0.001656754	32.0148887	3.97E-08	NaN	0.003577251	-0.00051855	-0.012444993	-1.46573E-06	NaN	273.9302864	14.79427349	411.2968478	7.939695755	2.517695967	105.6649053	92454.5445	73.51847324	1.133333333	66.87719	249.61	287.0274333	-0.116156263	-40.5832	NaN	0.024911117	0.05106388	-8.687849333	-5.522054667	274.2396352	268.2102857	269.0961107	228.9273767	229.0005033	268.3650893	268.844174	269.2318333	268.542489	268.690473	268.962532	269.5172033	268.9961107	230
DATA	2016-03-25T000000_AIU-0383.ghg	2016-03-25	0:30:00	85.02	1	18000	18000	0.05190548	2	NaN	-48.71036747	0	NaN	-1.304476951	2	NaN	0.539901516	0	NaN	-0.029004082	2	NaN	0.001105618	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.04E-11	3.95E-15	1.55E-13	NaN	16.81162307	414.9291695	418.0398296	-0.2	0	2.185360084	0.053937067	0.053939977	0	1	0.085980679	1.90626213	1.920553083	-0.3	0	NaN	NaN	NaN	NaN	9	274.9527979	274.9480925	92619.80046	1.173550685	1005.213093	0.024681089	-0.001879465	3.93802E-05	4.99689492	693.7913384	3.35564E-05	0.720230225	688.7944435	221.2434318	-2.778116391	-1.707024946	-0.050069398	3.261038453	1.89E-13	1.81E-15	3.261038453	9.485600176	148.431185	211.568815	-0.879743659	NaN	0.210307946	3.263117017	15.74077731	0.219175961	37.34091848	-0.196338621	0	58.40761493	-8.863580904	20.04944414	49.92595077	76.14022506	106.7877483	159.9875062	0.051336562	1.011082124	-47.68259422	1.022921715	-1.11404259	1.157626964	2.657764323	1.157626964	-0.024769915	1.157626964	0.01421437	1.259298161	NaN	NaN	800000009	800000009	800000009	800000009	800100009	800100009	899999999	899999999	89999	89999	89	89	16	22	17	4	8	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17801	0	0	0	18000	18000	18000	18000	NaN	100	5.052489255	1.399777794	0.073966986	2.142256199	0.012151116	198.8208043	2.26E-07	NaN	-0.040420333	0.002657764	-0.024769915	1.42144E-05	NaN	274.9649748	14.78897784	411.5423237	7.378912556	1.48328324	105.6579698	92455.02623	74.00126393	0.72	59.32295667	242.1515333	288.9749667	-0.09336813	-50.50911333	NaN	0.02497778	0.050980557	-8.669314667	-4.983673	275.3268995	268.2268953	269.1194447	228.93489	229.00099	268.375412	268.846095	269.2329817	268.561424	268.701254	268.9659947	269.5186667	269.0022217	239
DATA	2016-03-25T003000_AIU-0383.ghg	2016-03-25	1:00:00	85.041	1	18000	18000	0.028417492	2	NaN	-34.82502398	0	NaN	2.84150191	0	NaN	0.356351362	0	NaN	0.063193351	0	NaN	0.002429353	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.84E-11	-6.77E-15	-1.46E-13	NaN	16.77381121	414.3571882	417.4915283	-0.2	0	4.002511606	0.098872548	0.098882325	-0.2	0	0.086059903	1.910250156	1.924699945	-0.3	0	NaN	NaN	NaN	NaN	9	275.2009241	275.1922909	92622.56024	1.172524322	1005.240617	0.024702626	0.004094929	7.21253E-05	9.159997657	706.0131561	6.15128E-05	1.297425916	696.8531584	226.5226954	-3.517590554	-3.024342675	-0.137387303	4.641009286	1.08E-13	-1.69E-15	4.641009286	8.525012755	139.3118218	220.6881782	-1.696368682	NaN	0.155679686	1.303491303	8.930971513	0.38629616	-12.25585099	-0.189787493	1	123.3993238	54	122	273	560	1387	8017	0.027923284	1.017698806	-33.46900631	1.036552341	2.281849953	1.253607329	1.699962286	1.253607329	0.050747017	1.253607329	0.01044336	1.377578183	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100009	899999999	899999999	89999	89999	89	89	2	7	14	0	0	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17404	0	0	0	18000	18000	18000	18000	NaN	100	1.240297263	1.313249369	0.053435973	0.706336893	0.003875005	39.96899079	1.05E-07	NaN	-0.028395592	0.001699962	0.050747017	1.04434E-05	NaN	275.6795972	14.79796672	411.7753655	7.460692049	1.645799655	105.5476257	92457.29084	74.40279414	1.296666667	56.45468333	245.4344667	295.7719667	-0.102230217	-53.89728667	NaN	0.02492223	0.05101666	-9.962774667	-6.403042667	275.9413043	268.243148	269.1291663	228.9349	228.9975033	268.385668	268.8481087	269.2337697	268.5806393	268.7119253	268.9696173	269.5195	269.0024993	55
DATA	2016-03-25T010000_AIU-0383.ghg	2016-03-25	1:30:00	85.062	1	18000	18000	0.034688147	1	NaN	-25.36238319	1	NaN	-0.34631982	1	NaN	-0.048485682	1	NaN	-0.007694996	1	NaN	-6.00038E-05	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.45E-11	-1.35E-14	-2.79E-13	NaN	16.87272223	415.4308112	418.4831769	-0.2	0	4.195133121	0.103290242	0.103300912	-0.2	0	0.086340743	1.908026408	1.922045576	-0.3	0	NaN	NaN	NaN	NaN	9	274.2495403	274.2405525	92606.69428	1.176389999	1005.228992	0.024621446	-0.000498636	7.55963E-05	9.567620059	659.4306303	6.42613E-05	1.450891059	649.8630103	226.913345	-3.978030177	-1.841131555	-0.084122916	4.384240659	1.56E-14	-3.23E-15	4.384240659	6.564945268	155.1641238	204.8358762	-1.099434142	NaN	0.171717631	0.826382418	16.4547022	0.209666511	73.23399284	-0.124898966	1	88.77521425	39	86	186	370	874	4548	0.034258962	1.012527675	-24.72998663	1.026260005	-0.280083491	1.18364081	1.076564505	1.18364081	-0.006223269	1.18364081	0.006733956	1.278158663	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100109	899999999	899999999	89999	89999	89	89	6	28	11	3	3	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17798	0	0	0	18000	18000	18000	18000	NaN	100	0.88496754	0.743224449	0.024572847	0.97793634	0.005064213	96.10172575	1.43E-07	NaN	-0.020912577	0.001076565	-0.006223269	6.73396E-06	NaN	274.7411951	14.79355341	411.1812039	7.219209752	1.181087585	105.7218098	92440.07556	73.84076978	1.45	60.93206	240.4313333	289.0122	-0.11267477	-52.0139	NaN	0.024966667	0.051083337	-9.859332667	-6.426225333	274.6611167	268.258439	269.1399977	228.94743	228.9894967	268.395883	268.850232	269.23433	268.5989137	268.722898	268.973596	269.5211347	269.0111107	52
DATA	2016-03-25T013000_AIU-0383.ghg	2016-03-25	2:00:00	85.083	1	18000	18000	0.045251835	1	NaN	-11.98260415	1	NaN	-0.297898432	1	NaN	-0.172076687	1	NaN	-0.006620573	1	NaN	-3.61694E-05	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.62E-11	1.69E-14	4.92E-13	NaN	16.86487003	415.6290999	418.5774941	-0.2	0	2.968614176	0.073160507	0.07316586	0	1	0.086336125	1.909979373	1.923528406	-0.3	0	NaN	NaN	NaN	NaN	9	274.4806946	274.4743231	92597.41782	1.175283713	1005.216359	0.024644667	-0.000429013	5.34944E-05	6.776133896	670.6128057	4.55162E-05	1.010439085	663.8366718	223.8604377	-2.914045709	-0.786433888	-0.038695671	3.01854899	8.94E-14	5.70E-15	3.01854899	7.146846821	164.8969941	195.1030059	-0.734511644	NaN	0.196221566	0.671342734	51.96283597	0.066393605	40.22379055	-0.051689486	1	44.19098098	19	40	82	153	326	1355	0.044917462	1.007444169	-11.82113137	1.014968893	-0.26571052	1.102480443	0.411689345	1.102480443	-0.005905221	1.102480443	0.003468363	1.173614148	NaN	NaN	800000009	800000009	800000009	800000009	800000009	810100109	899999999	899999999	89999	89999	89	89	19	54	6	1	2	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17302	0	0	0	18000	18000	18000	18000	NaN	100	1.101891808	0.208094262	0.032699398	0.674236843	0.003095566	78.42434247	1.06E-07	NaN	-0.010005914	0.000411689	-0.005905221	3.46836E-06	NaN	274.8401258	14.78949738	409.939308	6.947214097	0.647929547	105.8055019	92432.27072	73.96100182	1.01	58.15102667	241.3927667	285.2206667	-0.097482715	-47.25508667	NaN	0.02501945	0.05085834	-9.142565333	-5.715254	274.938977	268.2731257	269.1538853	228.9354067	228.9985033	268.4061657	268.852817	269.2352783	268.6160357	268.733724	268.977535	269.5227503	269.0255543	186
DATA	2016-03-25T020000_AIU-0383.ghg	2016-03-25	2:30:00	85.104	1	18000	18000	0.011225027	2	NaN	-11.62836932	0	NaN	-0.276084106	2	NaN	-0.057283931	0	NaN	-0.006135036	2	NaN	0.000960757	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.07E-11	-4.89E-16	-3.11E-13	NaN	16.86757525	415.5653568	418.4757392	-0.2	0	0.135937916	0.003349094	0.003349105	0	1	0.086342026	1.908916395	1.922285355	0	0	NaN	NaN	NaN	NaN	9	274.3491707	274.3488791	92582.09251	1.175657533	1005.17744	0.024636935	-0.00039755	2.4496E-06	0.310148936	664.5916325	2.0836E-06	0.046667596	664.2814835	200.2978853	-2.359076794	-0.749874367	-0.044879477	2.47579665	4.46E-14	-3.60E-15	2.47579665	5.103093296	162.3662192	197.6337808	-1.038673936	NaN	0.097713211	0.61879236	6.611320396	0.52183222	42.11893786	-0.100702898	1	108.7465043	48	108	241	496	1230	7148	0.011049516	1.015884023	-11.27578273	1.03244207	-0.227203753	1.21416908	0.453191582	1.21416908	-0.005048835	1.21416908	0.003674604	1.37665909	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100009	899999999	899999999	89999	89999	89	89	4	4	6	23	10	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	1.057204437	0.165748631	0.014631653	0.358496283	0.00378303	88.50572194	5.46E-08	NaN	-0.009541642	0.000453192	-0.005048835	3.6746E-06	NaN	274.4906284	14.79765237	406.8277792	6.808346301	0.365376511	105.7913832	92417.03811	73.88238523	0.046666667	57.78902	248.2513333	278.2177333	-0.093368145	-32.63769	NaN	0.02507501	0.051111103	-8.603803	-5.932495667	274.695905	268.2873273	269.159166	228.95194	229.0095033	268.4162047	268.8556513	269.2362057	268.6321893	268.7445077	268.981968	269.5241637	269.0436123	100
DATA	2016-03-25T023000_AIU-0383.ghg	2016-03-25	3:00:00	85.124	1	18000	18000	0.038999351	1	NaN	-21.94651479	1	NaN	5.226857342	1	NaN	-0.091858498	1	NaN	0.116110849	1	NaN	-0.00021254	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.95E-11	-1.33E-12	-4.07E-13	NaN	16.84405683	415.4151874	418.3153091	-0.3	0	281.1103147	6.93286037	6.981260474	0.5	0	0.086331874	1.915383577	1.928755369	-0.4	0	NaN	NaN	NaN	NaN	9	274.603569	274.0005902	92572.18734	1.17395438	1008.913084	0.024662419	0.007523983	0.005065608	640.5494614	648.0621719	0.004314996	98.84074233	7.512710405	273.8120203	-2.964585843	-0.784346334	-0.050849744	3.067010611	-6.95E-14	-4.72E-15	3.067010611	5.160331547	165.1806901	194.8193099	-0.949983415	NaN	0.182264916	0.30568534	22.7579874	0.151595127	-4.198797356	-0.101661733	1	50.20491353	22	48	101	195	443	2117	0.038639966	1.009300853	-21.27975371	1.019093362	5.346589079	1.130899829	0.883445654	1.130899829	0.118770603	1.130899829	0.005637236	1.219628153	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	9	43	7	1	5	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.408657669	0.172553273	0.030159739	0.443357896	0.002024934	57.08641267	6.80E-08	NaN	-0.017966423	0.000883446	0.118770603	5.63724E-06	NaN	274.9219414	14.79615399	409.2549023	6.829977327	0.41025992	105.7708255	92406.30102	74.11039526	-0.42	56.10413	254.7875667	284.6237667	-0.10824373	-32.37178333	NaN	0.024941677	0.051413897	-8.491310667	-5.955678667	275.075841	268.3003863	269.16	228.9584533	228.997	268.4258697	268.8583773	269.2369333	268.6472427	268.7550653	268.986468	269.52556	269.041112	141
DATA	2016-03-25T030000_AIU-0383.ghg	2016-03-25	3:30:00	85.145	1	18000	18000	0.018823168	2	NaN	-32.42021803	0	NaN	6.074698414	0	NaN	0.47448068	0	NaN	0.135020556	0	NaN	0.001361407	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.74E-11	-6.40E-13	-1.92E-13	NaN	16.76703339	414.5190013	417.4831218	-0.3	0	287.1896004	7.099976697	7.150746833	-0.3	0	0.086205431	1.918108142	1.931824048	-0.3	0	NaN	NaN	NaN	NaN	9	275.2090953	274.5902468	92551.74019	1.171101086	1009.012649	0.024722263	0.008749332	0.005175157	655.8101052	676.1520334	0.004419052	96.99151564	20.3419282	274.1383871	-2.254006396	-1.987644142	-0.081171345	3.006303853	-8.40E-14	-2.23E-15	3.006303853	7.039944761	138.5932756	221.4067244	-1.547195821	NaN	0.126779538	1.053810413	5.184045496	0.665503419	-5.336926349	-0.216409227	1	106.5843151	47	106	236	484	1199	6935	0.018461967	1.019564603	-30.91849361	1.039897701	5.774392357	1.268129716	1.651204255	1.268129716	0.128345741	1.268129716	0.008380092	1.44837962	NaN	NaN	800000009	800000009	800000009	800000009	800100009	810110119	899999999	899999999	89999	89999	89	89	1	17	11	3	3	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	16402	0	0	0	18000	18000	18000	18000	NaN	100	0.888022223	1.174955361	0.044643242	1.158409412	0.006077745	47.51123431	1.63E-07	NaN	-0.026165397	0.001651204	0.128345741	8.38009E-06	NaN	275.5365808	14.79310457	409.9238931	7.021309155	0.790332806	105.5907718	92386.72111	74.54636629	-0.223333333	53.50188333	270.8995667	291.6428333	-0.095583633	-22.37052	NaN	0.024808343	0.05119722	-7.784887667	-6.157463	275.8151393	268.312707	269.16	228.9594467	229.0000033	268.4350093	268.8609563	269.2375803	268.6613287	268.764884	268.9908617	269.5269997	269.037777	58
DATA	2016-03-25T033000_AIU-0383.ghg	2016-03-25	4:00:00	85.166	1	18000	18000	0.082259542	1	NaN	-40.67841209	1	NaN	-7.013103536	1	NaN	0.835058919	1	NaN	-0.155701249	1	NaN	0.004139894	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.69E-11	-7.94E-15	-3.94E-13	NaN	16.90153424	415.1128913	418.1582923	-0.2	0	1.746420551	0.042893247	0.042895087	0.4	0	0.086630437	1.906876139	1.920865593	-0.2	0	NaN	NaN	NaN	NaN	9	273.3966248	273.392904	92547.15614	1.179305638	1005.184905	0.024560663	-0.010089441	3.14705E-05	3.970658812	620.256533	2.66856E-05	0.640163964	616.2858742	219.3151254	1.542441071	-1.513123962	0.093578098	2.162735639	-6.25E-14	-4.55E-15	2.162735639	6.012490422	44.45028331	315.5497167	2.479870569	NaN	0.264107027	1.315682858	37.3080668	0.092473299	5.800343868	-0.129930677	0	108.9295414	-16.53047817	37.39198662	93.11133367	142.0006588	199.157943	298.37489	0.08163364	1.007667213	-40.44592763	1.014747808	-6.387568168	1.096337288	2.755669006	1.096337288	-0.14181344	1.096337288	0.016126183	1.177416572	NaN	NaN	800000009	800000009	800000009	800000009	800100009	800100009	899999999	899999999	89999	89999	89	89	1	4	8	8	11	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	12004	0	0	0	18000	18000	18000	18000	NaN	100	0.316180807	2.290626741	0.024558168	0.621250217	0.004326781	27.75616766	1.28E-07	NaN	-0.034119485	0.002755669	-0.14181344	1.61262E-05	NaN	274.1734426	14.79598455	412.6299533	7.239481289	1.215732876	105.5435243	92382.43615	73.89261173	0.64	61.32381333	271.4043667	293.3993333	-0.095583625	-23.98287	NaN	0.02474167	0.05145278	-7.775835667	-5.787811	274.1645715	268.324199	269.161111	228.9779667	229.0200333	268.443961	268.8637113	269.2384003	268.6748387	268.7746087	268.995329	269.52821	269.0769453	57
