DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	air_p_mean	rssi_77_mean	LOGGERTEMP_1_1_1	RH_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	RN_1_1_1	SNOWD_1_1_1	SWC_1_1_1	SWC_2_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TS_1_1_1	TS_10_1_1	TS_11_1_1	TS_12_1_1	TS_2_1_1	TS_3_1_1	TS_4_1_1	TS_5_1_1	TS_6_1_1	TS_7_1_1	TS_8_1_1	TS_9_1_1	CHK
DATAU		[yyyy-mm-dd]	[HH:MM]	[ddd.ddd]	[1=daytime]	[#]	[#]	[kg+1m-1s-2]	[#]	[kg+1m-1s-2]	[W+1m-2]	[#]	[W+1m-2]	[W+1m-2]	[#]	[W+1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[W+1m-2]	[W+1m-2]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[mmol+1s-1m-2]	[åµmol+1s-1m-2]	[åµmol+1s-1m-2]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[mmol+1mol_a-1]	[mmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[mmol+1m-3]	[åµmol+1mol_a-1]	[åµmol+1mol_d-1]	[s]	[1=default]	[K]	[K]	[Pa]	[kg+1m-3]	[J+1kg-1K-1]	[m+3mol-1]	[mm]	[kg+1m-3]	[Pa]	[Pa]	[kg+1kg-1]	[%]	[Pa]	[K]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[m+1s-1]	[deg_from_north]	[å¡]	[å¡]	[å¡]	[m+1s-1]	[m+2s-2]	[m]	[#]	[#]	[K]	[0=KJ/1=KM/2=HS]	[m]	[m]	[m]	[m]	[m]	[m]	[m]	[kg+1m-1s-2]	[#]	[W+1m-2]	[#]	[W+1m-2]	[#]	[åµmol+1s-1m-2]	[#]	[mmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[#]	[åµmol+1s-1m-2]	[#]	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8u/v/w/ts/co2/h2o/ch4/none	8co2/h2o/ch4/none	8co2/h2o/ch4/none	8aa	8U	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#_flagged_recs]	[#]	[#]	[m+2s-2]	[m+2s-2]	[m+2s-2]	[K+2]	--	--	--	--	[m+1s-1K+1]	--	--	--	--	--	--	--	--	--	--	--	--	[C]	[%]	[W/m^2]	[W/m^2]	[åµmol/m^2/s]	[W/m^2]	[m]	[m^3/m^3]	[m^3/m^3]	[W/m^2]	[W/m^2]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	[K]	32
DATA	2016-03-25T233000_AIU-0383.ghg	2016-03-26	0:00:00	86	1	18000	18000	0.024489029	1	NaN	-2.793775648	2	NaN	11.30275525	2	NaN	-0.695591121	2	NaN	0.250889432	2	NaN	-0.000334456	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.57E-10	5.02E-14	8.04E-13	NaN	16.87905252	416.1480519	419.7011491	0	1	5.411397889	0.133416416	0.133434218	0	1	0.086666565	1.906599006	1.922877664	0	1	NaN	NaN	NaN	NaN	9	273.2009441	273.1893795	92128.16367	1.174800907	1005.230197	0.024654704	0.016257635	9.75134E-05	12.29418597	611.1634099	8.30042E-05	2.011603733	598.869224	229.1940524	-0.770469855	-2.374371322	-0.037263125	2.496527891	-2.00E-13	9.28E-15	2.496527891	4.120352407	107.977949	252.022051	-0.855227398	NaN	0.144378873	0.5561741	88.45938839	0.039000948	-0.247176515	-0.016385439	1	52.21855591	23	47	94	170	353	1373	0.024328807	1.006585701	-2.174574717	1.012399588	10.44338407	1.082346306	-0.604101873	1.082346306	0.231813805	1.082346306	-0.000156853	1.147173958	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100009	899999999	899999999	89999	89999	89	89	14	9	5	4	6	18	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.409792531	0.692083243	0.010472425	0.182442004	0.00346583	189.8630969	3.55E-08	NaN	-0.001841385	-0.000604102	0.231813805	-1.57E-07	NaN	273.8237627	14.79128667	414.6566616	8.435736024	3.28896703	105.7175302	91962.0369	73.41708151	2.01	75.26857	289.3365667	300.5081333	-0.101597235	-12.548836	NaN	0.025413883	0.051822217	-6.510823667	-5.133509333	273.7415008	268.8042907	269.561666	229.07259	229.0695933	268.7941577	269.0051723	269.292782	269.205446	269.1461103	269.2094067	269.6212	269.312778	120
DATA	2016-03-26T000000_AIU-0383.ghg	2016-03-26	0:30:00	86.02	1	18000	18000	2.435351889	1	NaN	346.4338652	1	NaN	-175.341104	1	NaN	-5.042269091	1	NaN	-3.89169238	1	NaN	-0.020765565	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.40E-10	-6.84E-14	-1.23E-12	NaN	16.88885556	416.1722738	419.7048679	0	1	4.810580098	0.118541487	0.118555541	0	1	0.086762212	1.907726451	1.923919801	0	1	NaN	NaN	NaN	NaN	9	273.094527	273.0842556	92140.40037	1.175415858	1005.220846	0.024641828	-0.252181666	8.66867E-05	10.92497901	606.5131091	7.37498E-05	1.801276649	595.5881301	228.1134459	0.027610172	0.026729067	0.018371185	0.042594191	-2.23E-13	-1.42E-14	0.042594191	3.959796502	315.928964	44.07103601	25.5505525	NaN	1.439411898	2.682935857	-706.9668144	-0.004880003	-1.975770982	0.203695868	0	105.783681	-16.05308171	36.31211454	90.4222995	137.899712	193.4063069	289.757891	2.113644155	1.152205248	304.1319236	1.108295996	-151.1180859	1.161694338	-18.55519427	1.161694338	-3.354062967	1.161694338	-0.104782125	1.245888638	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	0	0	4	3	10	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	15301	0	0	0	18000	18000	18000	18000	NaN	100	4.173443997	0.407510726	0.78491699	0.420174332	0.003765737	175.6179246	7.54E-08	NaN	0.257400257	-0.018555194	-3.354062967	-0.000104782	NaN	273.7685995	14.79851566	415.0776534	8.394720062	3.222877216	105.6578294	91975.3325	73.42471143	1.8	74.82479	292.3742667	301.3588333	-0.122802767	-10.297643	NaN	0.025102777	0.052008333	-6.351349667	-5.038198	273.662645	268.8183163	269.5747213	229.07809	229.0665967	268.8052547	269.009686	269.2945067	269.2197473	269.1573763	269.2161407	269.6243023	269.3252783	200
DATA	2016-03-26T003000_AIU-0383.ghg	2016-03-26	1:00:00	86.041	1	18000	18000	0.012914168	2	NaN	4.117251913	1	NaN	4.832634921	1	NaN	-0.579480078	1	NaN	0.107195173	1	NaN	-0.000376328	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.28E-11	-1.39E-14	-2.71E-13	NaN	16.97476375	417.2332687	420.7575064	0.2	0	4.47396736	0.109968424	0.109980519	0.2	0	0.086942838	1.905946625	1.922045555	0.7	0	NaN	NaN	NaN	NaN	9	272.4534151	272.4439089	92156.73598	1.178391231	1005.207631	0.024579622	0.006946247	8.06209E-05	10.13669578	578.8577215	6.84161E-05	1.751154975	568.7210257	227.4341857	-1.839980054	0.473610773	0.027944831	1.90016175	2.73E-14	-3.11E-15	1.90016175	3.340747547	194.434589	165.565411	0.842653849	NaN	0.104685965	0.46225038	-22.88614849	-0.150746204	0.851968332	0.033202723	1	60.14664027	26	48	83	129	215	530	0.012796259	1.00921433	4.322365295	1.012057325	4.549814771	1.061478405	-0.792081592	1.061478405	0.100921793	1.061478405	-0.001945599	1.112713773	NaN	NaN	800000009	800000009	800000009	800000009	800000009	810100009	899999999	899999999	89999	89999	89	89	4	17	2	9	8	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17404	0	0	0	18000	18000	18000	18000	NaN	100	0.701625683	0.210254172	0.012620905	0.083344378	0.002622081	162.6565371	2.30E-08	NaN	0.00364902	-0.000792082	0.100921793	-1.9456E-06	NaN	273.3993992	14.80226891	416.5053197	8.361444843	3.169666412	105.6942687	91990.36779	73.31950872	1.75	77.57192667	298.1283	301.5303	-0.100647725	-5.019635	NaN	0.02540278	0.05211667	-6.46255	-4.844999333	273.1257398	268.8317977	269.5911113	229.0795867	229.0710933	268.815943	269.014333	269.2964533	269.2326907	269.1686057	269.2229467	269.6272627	269.3422223	135
DATA	2016-03-26T010000_AIU-0383.ghg	2016-03-26	1:30:00	86.062	1	18000	18000	0.001560283	1	NaN	-0.495041993	0	NaN	-0.874703982	0	NaN	0.08492967	0	NaN	-0.019406404	0	NaN	8.26748E-05	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.83E-12	6.63E-16	1.45E-14	NaN	16.93802794	416.6207901	420.2323525	-0.2	0	3.972834461	0.097718898	0.097728448	0	1	0.086804225	1.904881607	1.921394462	-0.6	0	NaN	NaN	NaN	NaN	9	272.6777292	272.6692749	92168.30386	1.177570518	1005.204141	0.024596771	-0.001257535	7.15905E-05	9.008721719	588.4606173	6.07951E-05	1.530896283	579.4518956	226.3736929	-1.342046576	0.852177574	0.015528414	1.589822871	3.63E-14	1.67E-16	1.589822871	2.339387699	212.4148779	147.5851221	0.559638892	NaN	0.03640057	0.082940594	8.002702885	0.431104347	0.565953743	-0.011489276	1	205.4756976	91	206	466	971	2458	NaN	0.001538925	1.013878247	-0.523326818	1.027868402	-0.745976342	1.172079855	0.101524943	1.172079855	-0.01655042	1.172079855	0.000241302	1.334024144	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	14	3	2	4	22	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	17997	0	0	0	18000	18000	18000	18000	NaN	100	0.048286382	0.114287151	0.003307654	0.020442383	0.0008284	41.45265018	9.68E-09	NaN	-0.000442111	0.000101525	-0.01655042	2.41E-07	NaN	273.4052706	14.79816112	415.3703084	8.568377015	3.524304571	105.5986882	92002.36708	73.35790951	1.53	76.99029667	299.9403333	301.9066	-0.103812723	-4.061918667	NaN	0.025205553	0.052230553	-6.206961667	-4.111274333	273.3480696	268.8444747	269.6094443	229.0786	229.0690967	268.8264513	269.018954	269.298428	269.2449097	269.1792623	269.2298257	269.630287	269.353612	111
DATA	2016-03-26T013000_AIU-0383.ghg	2016-03-26	2:00:00	86.083	1	18000	18000	0.000707852	2	NaN	-0.509610551	0	NaN	-0.372545579	0	NaN	0.021256976	0	NaN	-0.008264684	0	NaN	0.000238582	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.49E-12	1.64E-15	3.84E-14	NaN	16.93833261	416.5005461	420.164359	-0.1	0	3.715702875	0.09136627	0.091374619	0	1	0.086843761	1.904939959	1.921697065	-0.5	0	NaN	NaN	NaN	NaN	9	272.586994	272.579092	92165.89229	1.177932126	1005.199553	0.024589229	-0.000535552	6.6957E-05	8.422868456	584.6010869	5.68428E-05	1.440789052	576.1782184	225.7743467	-1.275605227	1.445355834	0.024639403	1.927908006	1.72E-14	4.42E-16	1.927908006	2.683918589	228.5698434	131.4301566	0.732281947	NaN	0.024513829	0.03018695	2.374325104	1.453044486	1.367914638	-0.017557178	1	755.2400325	336	781	1821	3930	NaN	NaN	0.000687317	1.02987788	-0.49586682	1.060058625	-0.270558123	1.375848809	0.037391353	1.375848809	-0.006002158	1.375848809	0.000275165	1.699846047	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800010109	899999999	899999999	89999	89999	89	89	27	13	6	5	5	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.043138811	0.01564178	0.001593308	0.023501814	0.001388275	47.10527035	1.10E-08	NaN	-0.000418786	3.73914E-05	-0.006002158	2.75E-07	NaN	273.1095633	14.80059116	415.0569783	8.689836523	3.723303556	105.4917629	92000.2479	73.40909824	1.44	77.33368333	293.3634667	300.5340667	-0.093368123	-10.060006	NaN	0.025233327	0.052180567	-6.715553333	-3.826198667	273.2614173	268.8564013	269.6211113	229.0850933	229.07009	268.836635	269.0237223	269.3003753	269.2564403	269.1898447	269.2367603	269.6333987	269.3586117	72
DATA	2016-03-26T020000_AIU-0383.ghg	2016-03-26	2:30:00	86.104	1	18000	18000	0.001662297	1	NaN	-1.741683633	0	NaN	2.647639377	1	NaN	-0.060910985	2	NaN	0.058734556	1	NaN	0.000209021	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.02E-12	-1.02E-15	-3.08E-14	NaN	16.96303571	417.0692571	420.6229237	0	1	2.866625539	0.07048157	0.070486538	0.2	0	0.08685925	1.904992993	1.921224614	-0.5	0	NaN	NaN	NaN	NaN	9	272.5560158	272.5499207	92163.97345	1.178042977	1005.188065	0.024586947	0.003805999	5.16566E-05	6.497458658	583.3574662	4.38495E-05	1.113803977	576.8600076	223.495318	-1.582761954	0.7996016	0.020762026	1.773394819	-4.44E-14	-3.55E-16	1.773394819	2.751488701	206.8026246	153.1973754	0.670805869	NaN	0.037564164	0.073995804	2.499706782	1.380161875	-0.657825098	-0.039154987	1	372.8151353	165	378	864	1820	4689	NaN	0.001619372	1.026507234	-1.542171552	1.053464036	1.990057933	1.330689947	0.004606772	1.330689947	0.044146937	1.330689947	0.000401857	1.626231889	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	4	66	1	7	15	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.068046786	0.076032253	0.00391257	0.021095365	0.001083512	100.6072331	7.88E-09	NaN	-0.00130234	4.60677E-06	0.044146937	4.02E-07	NaN	273.1725495	14.79111561	414.9827748	8.406241805	3.250192645	105.6152	91998.73912	73.28298728	1.113333333	76.84161667	285.0779667	296.2784	-0.095267197	-13.650824	NaN	0.025194437	0.052347227	-6.889681333	-4.439281	273.1990235	268.867436	269.6208327	229.08209	229.0650933	268.8466183	269.0287177	269.3024827	269.267388	269.200004	269.2437717	269.636775	269.36	167
DATA	2016-03-26T023000_AIU-0383.ghg	2016-03-26	3:00:00	86.124	1	18000	18000	0.002338288	2	NaN	-3.588979299	0	NaN	1.626944415	0	NaN	0.021759573	1	NaN	0.036071802	0	NaN	0.000647409	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.61E-12	3.45E-16	1.34E-14	NaN	17.03886245	418.0031152	421.4749845	-0.1	0	2.249846805	0.055194	0.055197046	-0.2	0	0.087281702	1.909013883	1.924869857	-0.5	0	NaN	NaN	NaN	NaN	9	271.9718767	271.9671138	92171.16925	1.180666441	1005.172241	0.024532337	0.002337453	4.05422E-05	5.088571008	558.9980594	3.43384E-05	0.910302088	553.9094884	221.3976283	-1.309830859	1.985183645	0.028213215	2.378530423	1.47E-13	1.53E-16	2.378530423	3.595517622	236.5830372	123.4169628	0.679636487	NaN	0.044502596	0.14294054	2.017168224	1.710318435	-2.205963071	-0.06795445	1	489.1631403	217	496	1135	2394	6177	NaN	0.002261448	1.03397797	-3.297907567	1.067853763	1.132381115	1.437663463	0.13643195	1.437663463	0.025106591	1.437663463	0.001041624	1.778221042	NaN	NaN	800000009	800000009	800000009	800000009	800000009	801100109	899999999	899999999	89999	89999	89	89	10	12	6	5	6	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.128186696	0.152582087	0.005112297	0.075297284	0.000883791	58.230705	2.57E-08	NaN	-0.002778886	0.000136432	0.025106591	1.04162E-06	NaN	272.5167628	14.79753344	416.8854863	8.215319559	2.928829719	105.5164136	92005.09125	73.05147775	0.91	76.08386	282.8149333	295.6165333	-0.108876713	-15.86775767	NaN	0.025213883	0.05276111	-7.459475333	-4.393344333	272.7653805	268.878283	269.6366653	229.0820933	229.0701	268.856187	269.033433	269.30431	269.2775983	269.2099503	269.250711	269.640046	269.36	244
DATA	2016-03-26T030000_AIU-0383.ghg	2016-03-26	3:30:00	86.145	1	18000	18000	0.000992101	2	NaN	-0.796041777	0	NaN	1.159080031	1	NaN	-0.006981954	2	NaN	0.025690603	1	NaN	-2.12171E-05	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.66E-11	1.39E-15	8.52E-14	NaN	17.07604864	418.3904971	421.8863798	0	1	1.425656285	0.034930859	0.034932079	0	0	0.087505214	1.910947963	1.926914984	-0.4	0	NaN	NaN	NaN	NaN	9	271.6436018	271.6405911	92175.40867	1.182149076	1005.157251	0.024501599	0.001664751	2.56903E-05	3.220594146	545.7485819	2.17319E-05	0.590124144	542.5279877	217.5928431	-1.264034845	1.747341075	0.023789435	2.156745432	-5.30E-14	9.74E-16	2.156745432	2.947298632	234.1178439	125.8821561	0.63199943	NaN	0.028969556	0.176088278	2.508752545	1.375185451	-0.686787587	-0.02312532	1	683.1522352	304	705	1642	3539	9428	NaN	0.00096552	1.027530275	-0.706602081	1.055456984	0.856208209	1.353874157	0.018008361	1.353874157	0.018977555	1.353874157	0.000104762	1.642448198	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800010109	899999999	899999999	89999	89999	89	89	16	8	2	11	6	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.088451118	0.261116749	0.002608688	0.024069396	0.001809775	85.92665033	1.14E-08	NaN	-0.00059466	1.80084E-05	0.018977555	1.05E-07	NaN	272.1711124	14.79200063	416.8721677	8.256358294	2.997698305	105.5208214	92009.69105	72.90810175	0.59	78.37503667	285.5102	294.9772333	-0.099381671	-12.06844067	NaN	0.025288883	0.052536113	-6.830632333	-4.229340667	272.2900851	268.8881847	269.6480557	229.0885833	229.0745967	268.8653327	269.0384077	269.3063247	269.287334	269.219559	269.257785	269.6432533	269.36	135
DATA	2016-03-26T033000_AIU-0383.ghg	2016-03-26	4:00:00	86.166	1	18000	18000	0.001178975	2	NaN	-4.828698748	1	NaN	1.04952484	2	NaN	0.188154266	1	NaN	0.023260639	2	NaN	0.002760883	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.65E-11	7.92E-16	8.48E-14	NaN	17.07620992	418.2455234	421.6873877	-0.1	0	0.817040519	0.020011674	0.020012074	0.2	0	0.087481945	1.909715841	1.92543145	-0.4	0	NaN	NaN	NaN	NaN	9	271.5646086	271.5628843	92181.41584	1.18257108	1005.148331	0.024492878	0.001507289	1.47231E-05	1.845187512	542.6367758	1.24501E-05	0.340040999	540.7915883	213.1616593	-1.873266114	1.602595495	0.034812971	2.465491877	-9.23E-14	9.69E-16	2.465491877	3.735904834	220.5472766	139.4527234	0.809048543	NaN	0.031574663	0.164116841	0.535516716	6.44237593	-4.600842749	-0.128657163	1	1438.416998	632	1408	3094	6242	NaN	NaN	0.00108211	1.089515574	-4.108636473	1.167335593	0.501864233	2.092309488	0.207362593	2.092309488	0.011122827	2.092309488	0.001577522	2.973810847	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000109	899999999	899999999	89999	89999	89	89	14	15	1	9	14	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	18000	18000	18000	18000	NaN	100	0.189604102	0.131317349	0.007312232	0.040465584	0.002563638	96.21629356	1.51E-08	NaN	-0.00345653	0.000207363	0.011122827	1.57752E-06	NaN	272.1491312	14.79172669	417.4622415	8.147024969	2.80978747	105.4784866	92014.6142	72.91521735	0.34	77.80700333	286.6847667	295.8664	-0.086088557	-11.64800167	NaN	0.02499444	0.052483333	-6.790546333	-4.324222667	272.2313782	268.8979127	269.6591673	229.0875767	229.0710967	268.8743503	269.043101	269.3086557	269.295965	269.228621	269.2648777	269.6465563	269.36	151
